,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc5220,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5221,0.01,0.01,0.01,0.01,0.39,0.26,0.01,0.26,0.01,0.01,4
Doc5222,0.22,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.22,0.22,0
Doc5223,0.01,0.73,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,1
Doc5224,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc5225,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,5
Doc5226,0.03,0.03,0.03,0.27,0.03,0.03,0.53,0.03,0.03,0.03,6
Doc5227,0.01,0.11,0.27,0.01,0.35,0.1,0.01,0.01,0.01,0.12,4
Doc5228,0.01,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.21,0.01,2
Doc5229,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.28,7
Doc5230,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,1
Doc5231,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc5232,0.02,0.02,0.02,0.02,0.28,0.36,0.22,0.02,0.02,0.02,5
Doc5233,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,4
Doc5234,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc5235,0.18,0.33,0.02,0.21,0.02,0.02,0.02,0.02,0.02,0.18,1
Doc5236,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5237,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5238,0.02,0.02,0.02,0.02,0.22,0.02,0.22,0.02,0.42,0.02,8
Doc5239,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5240,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,6
Doc5241,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,0.03,0.03,2
Doc5242,0.03,0.03,0.03,0.29,0.51,0.03,0.03,0.03,0.03,0.03,4
Doc5243,0.03,0.03,0.29,0.51,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc5244,0.03,0.03,0.27,0.27,0.27,0.03,0.03,0.03,0.03,0.03,2
Doc5245,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5246,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
Doc5247,0.03,0.03,0.03,0.03,0.03,0.35,0.03,0.39,0.03,0.03,7
Doc5248,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,0.03,3
Doc5249,0.02,0.02,0.02,0.02,0.6,0.27,0.02,0.02,0.02,0.02,4
Doc5250,0.02,0.02,0.02,0.42,0.22,0.22,0.02,0.02,0.02,0.02,3
Doc5251,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.27,5
Doc5252,0.01,0.01,0.16,0.29,0.16,0.01,0.01,0.01,0.01,0.3,9
Doc5253,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5254,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5255,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.14,3
Doc5256,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5257,0.02,0.41,0.02,0.43,0.02,0.02,0.02,0.02,0.02,0.02,3
Doc5258,0.01,0.19,0.01,0.44,0.01,0.01,0.01,0.01,0.27,0.01,3
Doc5259,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc5260,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5261,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5262,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5263,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,8
Doc5264,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5265,0.02,0.02,0.02,0.02,0.02,0.43,0.02,0.02,0.02,0.43,5
Doc5266,0.02,0.02,0.23,0.41,0.02,0.02,0.22,0.02,0.02,0.02,3
Doc5267,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
Doc5268,0.03,0.03,0.03,0.03,0.53,0.03,0.27,0.03,0.03,0.03,4
Doc5269,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.28,4
Doc5270,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.02,0.02,0.22,3
Doc5271,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,8
Doc5272,0.02,0.02,0.02,0.02,0.62,0.02,0.02,0.02,0.02,0.22,4
Doc5273,0.27,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,4
Doc5274,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5275,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.27,0.03,0.03,4
Doc5276,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc5277,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,9
Doc5278,0.02,0.02,0.18,0.68,0.02,0.02,0.02,0.02,0.02,0.02,3
Doc5279,0.03,0.03,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,4
Doc5280,0.02,0.42,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
Doc5281,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5282,0.02,0.02,0.42,0.02,0.42,0.02,0.02,0.02,0.02,0.02,2
Doc5283,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5284,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,0.03,3
Doc5285,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,1
Doc5286,0.03,0.27,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5287,0.02,0.02,0.02,0.42,0.42,0.02,0.02,0.02,0.02,0.02,3
Doc5288,0.03,0.03,0.03,0.27,0.27,0.03,0.03,0.03,0.27,0.03,3
Doc5289,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,7
Doc5290,0.42,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0
Doc5291,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
Doc5292,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0
Doc5293,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,0.03,0.03,5
Doc5294,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc5295,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,2
Doc5296,0.02,0.44,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
Doc5297,0.02,0.22,0.22,0.42,0.02,0.02,0.02,0.02,0.02,0.02,3
Doc5298,0.03,0.03,0.03,0.28,0.03,0.03,0.03,0.03,0.27,0.28,3
Doc5299,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5300,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5301,0.03,0.03,0.28,0.03,0.03,0.03,0.03,0.28,0.27,0.03,2
Doc5302,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5303,0.12,0.12,0.01,0.34,0.01,0.12,0.01,0.12,0.01,0.12,3
Doc5304,0.02,0.19,0.02,0.23,0.02,0.02,0.19,0.02,0.02,0.29,9
Doc5305,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
Doc5306,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.18,0.02,0.02,6
Doc5307,0.21,0.01,0.01,0.38,0.01,0.01,0.01,0.31,0.01,0.01,3
Doc5308,0.01,0.24,0.16,0.01,0.01,0.01,0.01,0.29,0.25,0.01,7
Doc5309,0.01,0.01,0.01,0.16,0.01,0.01,0.3,0.16,0.3,0.01,6
Doc5310,0.02,0.35,0.02,0.02,0.35,0.02,0.18,0.02,0.02,0.02,1
Doc5311,0.02,0.22,0.02,0.02,0.02,0.02,0.42,0.22,0.02,0.02,6
Doc5312,0.02,0.02,0.27,0.43,0.02,0.02,0.02,0.18,0.02,0.02,3
Doc5313,0.02,0.02,0.18,0.02,0.35,0.35,0.02,0.02,0.02,0.02,4
Doc5314,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.03,0.03,0.49,9
Doc5315,0.03,0.34,0.03,0.03,0.03,0.03,0.03,0.03,0.21,0.27,1
Doc5316,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc5317,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc5318,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5319,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
Doc5320,0.03,0.03,0.03,0.34,0.03,0.03,0.03,0.03,0.46,0.03,8
Doc5321,0.03,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,3
Doc5322,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,2
Doc5323,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5324,0.01,0.01,0.46,0.01,0.01,0.23,0.23,0.01,0.01,0.01,2
Doc5325,0.27,0.03,0.28,0.03,0.03,0.03,0.03,0.03,0.27,0.03,2
Doc5326,0.03,0.03,0.03,0.03,0.03,0.26,0.03,0.29,0.27,0.03,7
Doc5327,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,6
Doc5328,0.02,0.37,0.02,0.02,0.33,0.02,0.02,0.02,0.02,0.18,1
Doc5329,0.02,0.26,0.02,0.4,0.02,0.02,0.02,0.02,0.2,0.02,3
Doc5330,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5331,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc5332,0.22,0.39,0.02,0.02,0.02,0.02,0.02,0.25,0.02,0.02,1
Doc5333,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
Doc5334,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5335,0.22,0.02,0.02,0.22,0.42,0.02,0.02,0.02,0.02,0.02,4
Doc5336,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc5337,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5338,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5339,0.01,0.01,0.3,0.16,0.01,0.01,0.44,0.01,0.01,0.01,6
Doc5340,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc5341,0.03,0.03,0.03,0.03,0.5,0.03,0.03,0.3,0.03,0.03,4
Doc5342,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,1
Doc5343,0.15,0.01,0.01,0.46,0.3,0.01,0.01,0.01,0.01,0.01,3
Doc5344,0.02,0.02,0.02,0.22,0.02,0.22,0.02,0.02,0.22,0.22,3
Doc5345,0.18,0.02,0.41,0.29,0.02,0.02,0.02,0.02,0.02,0.02,2
Doc5346,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5347,0.22,0.02,0.22,0.02,0.02,0.22,0.02,0.22,0.02,0.02,0
Doc5348,0.22,0.23,0.02,0.02,0.02,0.44,0.02,0.02,0.02,0.02,5
Doc5349,0.28,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0
Doc5350,0.03,0.03,0.03,0.52,0.03,0.03,0.28,0.03,0.03,0.03,3
Doc5351,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5352,0.23,0.28,0.02,0.02,0.02,0.02,0.02,0.02,0.16,0.22,1
Doc5353,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.14,1
Doc5354,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,6
Doc5355,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5356,0.02,0.02,0.02,0.02,0.22,0.02,0.22,0.02,0.22,0.22,4
Doc5357,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,5
Doc5358,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc5359,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5360,0.35,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,4
Doc5361,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,1
Doc5362,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5363,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5364,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5365,0.01,0.01,0.01,0.44,0.01,0.01,0.34,0.01,0.14,0.01,3
Doc5366,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
Doc5367,0.28,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,5
Doc5368,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,8
Doc5369,0.22,0.02,0.42,0.02,0.22,0.02,0.02,0.02,0.02,0.02,2
Doc5370,0.02,0.02,0.02,0.62,0.02,0.22,0.02,0.02,0.02,0.02,3
Doc5371,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.36,0.03,3
Doc5372,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5373,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,4
Doc5374,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc5375,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc5376,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.74,9
Doc5377,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.79,9
Doc5378,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.02,0.52,9
Doc5379,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,3
Doc5380,0.28,0.03,0.03,0.03,0.26,0.03,0.03,0.29,0.03,0.03,7
Doc5381,0.29,0.02,0.02,0.02,0.02,0.02,0.39,0.02,0.02,0.18,6
Doc5382,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc5383,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.14,0.3,5
Doc5384,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc5385,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
Doc5386,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc5387,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.42,0.02,6
Doc5388,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5389,0.02,0.4,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.18,1
Doc5390,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc5391,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5392,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5393,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5394,0.02,0.16,0.31,0.02,0.02,0.22,0.21,0.02,0.02,0.02,2
Doc5395,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc5396,0.03,0.03,0.03,0.03,0.03,0.35,0.03,0.39,0.03,0.03,7
Doc5397,0.02,0.23,0.02,0.42,0.02,0.02,0.02,0.21,0.02,0.02,3
Doc5398,0.02,0.02,0.18,0.02,0.02,0.18,0.02,0.02,0.52,0.02,8
Doc5399,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.38,9
Doc5400,0.01,0.01,0.14,0.01,0.22,0.01,0.01,0.4,0.01,0.17,7
Doc5401,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.27,0.27,4
Doc5402,0.03,0.03,0.52,0.27,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5403,0.18,0.01,0.01,0.16,0.01,0.01,0.28,0.15,0.01,0.16,6
Doc5404,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc5405,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.47,0.33,8
Doc5406,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5407,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc5408,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc5409,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5410,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc5411,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc5412,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5413,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.42,0.02,4
Doc5414,0.02,0.02,0.02,0.02,0.21,0.02,0.02,0.02,0.28,0.39,9
Doc5415,0.37,0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
Doc5416,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5417,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5418,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.22,0.42,9
Doc5419,0.03,0.03,0.49,0.03,0.03,0.03,0.03,0.03,0.25,0.03,2
Doc5420,0.02,0.02,0.02,0.35,0.02,0.02,0.52,0.02,0.02,0.02,6
Doc5421,0.01,0.01,0.18,0.44,0.01,0.01,0.01,0.01,0.3,0.01,3
Doc5422,0.03,0.03,0.27,0.03,0.03,0.03,0.52,0.03,0.03,0.03,6
Doc5423,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc5424,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc5425,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0
Doc5426,0.01,0.01,0.22,0.01,0.01,0.01,0.66,0.01,0.01,0.01,6
Doc5427,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5428,0.03,0.03,0.27,0.03,0.03,0.03,0.53,0.03,0.03,0.03,6
Doc5429,0.02,0.02,0.18,0.02,0.02,0.02,0.68,0.02,0.02,0.02,6
Doc5430,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
Doc5431,0.01,0.08,0.01,0.01,0.01,0.34,0.01,0.01,0.5,0.01,8
Doc5432,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc5433,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc5434,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.53,9
Doc5435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5436,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc5437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5438,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc5439,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,5
Doc5440,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc5441,0.01,0.01,0.01,0.01,0.37,0.28,0.14,0.01,0.01,0.14,4
Doc5442,0.02,0.42,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
Doc5443,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc5444,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc5445,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.62,0.02,8
Doc5446,0.22,0.02,0.02,0.22,0.02,0.22,0.02,0.22,0.02,0.02,0
Doc5447,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
Doc5448,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5449,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc5450,0.13,0.12,0.17,0.01,0.18,0.01,0.01,0.01,0.12,0.23,9
Doc5451,0.03,0.03,0.28,0.27,0.03,0.27,0.03,0.03,0.03,0.03,2
Doc5452,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,3
Doc5453,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5454,0.01,0.01,0.01,0.24,0.31,0.01,0.37,0.01,0.01,0.01,6
Doc5455,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,1
Doc5456,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.42,0.02,0.22,7
Doc5457,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc5458,0.03,0.03,0.28,0.03,0.03,0.03,0.03,0.27,0.27,0.03,2
Doc5459,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,4
Doc5460,0.02,0.02,0.22,0.42,0.22,0.02,0.02,0.02,0.02,0.02,3
Doc5461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5462,0.22,0.02,0.02,0.02,0.22,0.21,0.23,0.02,0.02,0.02,6
Doc5463,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc5464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5465,0.27,0.01,0.01,0.51,0.01,0.13,0.01,0.01,0.01,0.01,3
Doc5466,0.01,0.17,0.01,0.01,0.12,0.01,0.01,0.01,0.62,0.01,8
Doc5467,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,7
Doc5468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5469,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,5
Doc5470,0.02,0.42,0.02,0.02,0.22,0.22,0.02,0.02,0.02,0.02,1
Doc5471,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,6
Doc5472,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.28,0.03,0.27,7
Doc5473,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
Doc5474,0.02,0.18,0.02,0.02,0.31,0.39,0.02,0.02,0.02,0.02,5
Doc5475,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,3
Doc5476,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc5477,0.02,0.68,0.02,0.02,0.02,0.02,0.19,0.02,0.02,0.02,1
Doc5478,0.01,0.01,0.18,0.14,0.01,0.16,0.01,0.01,0.01,0.45,9
Doc5479,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc5480,0.03,0.03,0.28,0.03,0.03,0.03,0.03,0.03,0.03,0.52,9
Doc5481,0.02,0.02,0.02,0.02,0.18,0.68,0.02,0.02,0.02,0.02,5
Doc5482,0.02,0.02,0.02,0.02,0.02,0.58,0.02,0.02,0.02,0.26,5
Doc5483,0.03,0.27,0.03,0.27,0.03,0.03,0.03,0.03,0.27,0.03,1
Doc5484,0.02,0.02,0.02,0.18,0.18,0.35,0.02,0.02,0.02,0.18,5
Doc5485,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,5
Doc5486,0.02,0.02,0.02,0.02,0.6,0.02,0.02,0.02,0.24,0.02,4
Doc5487,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.26,2
Doc5488,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc5489,0.02,0.02,0.02,0.02,0.02,0.21,0.02,0.23,0.02,0.42,9
Doc5490,0.03,0.41,0.03,0.03,0.03,0.03,0.03,0.03,0.32,0.03,1
Doc5491,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.03,0.49,0.03,8
Doc5492,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.52,9
Doc5493,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
Doc5494,0.22,0.42,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02,1
Doc5495,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.27,0.03,7
Doc5496,0.03,0.03,0.03,0.27,0.27,0.03,0.03,0.03,0.28,0.03,8
Doc5497,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc5498,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.42,0.02,2
Doc5499,0.03,0.27,0.03,0.03,0.03,0.26,0.03,0.29,0.03,0.03,7
Doc5500,0.03,0.03,0.03,0.52,0.03,0.15,0.03,0.03,0.15,0.03,3
Doc5501,0.57,0.02,0.02,0.02,0.02,0.02,0.3,0.02,0.02,0.02,0
Doc5502,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.35,5
Doc5503,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.62,9
Doc5504,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc5505,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc5506,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc5507,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.02,0.22,0.02,5
Doc5508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc5509,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.22,5
